============== Resource: 纽约州 ==============
Label: 紐約州,		Frequency: 824
Label: 州際公路,		Frequency: 2
Label: 1982年,		Frequency: 2
Label: 奧羅拉,		Frequency: 2
Label: Town of Vernon,		Frequency: 2
Label: 海牙,		Frequency: 2
Label: 羅賓·威廉斯,		Frequency: 2
Label: 天主教纽约总教区,		Frequency: 2
Label: 中央情报局,		Frequency: 2
Label: 苏联,		Frequency: 2
Label: Tiger JK,		Frequency: 2
Label: 大中央公園大道,		Frequency: 2
Label: 孟菲斯,		Frequency: 2
Label: 意第緒語,		Frequency: 2
Label: 使徒彼得,		Frequency: 2
Label: 查尔斯·皮克尼,		Frequency: 2
Label: 卡加利,		Frequency: 2
Label: 国际货币基金组织,		Frequency: 2
Label: 密西西比河,		Frequency: 2
Label: 貝伊里奇,		Frequency: 2
Label: 1819年,		Frequency: 2
Label: 納爾遜·洛克菲勒,		Frequency: 2
Label: 刘小元,		Frequency: 2
Label: 蓋茨堡,		Frequency: 2
Label: 塞尔马,		Frequency: 2
Label: 1962年,		Frequency: 2
Label: 木星,		Frequency: 2
Label: Iowa,		Frequency: 2
Label: 1817年,		Frequency: 2
Label: 克拉克斯维尔 (新泽西州),		Frequency: 2
Label: 谢司叛乱,		Frequency: 2
Label: 武汉大学,		Frequency: 2
Label: 归化,		Frequency: 2
Label: 乳腺癌,		Frequency: 2
Label: 1818年,		Frequency: 2
Label: 乔治·保陶基,		Frequency: 2
Label: 里奇蒙,		Frequency: 2
Label: 纽约市立学院,		Frequency: 2
Label: 奧爾巴尼市,		Frequency: 2
Label: 巴拉克·奥巴马,		Frequency: 2
Label: 伦斯勒理工学院,		Frequency: 2
Label: 張學友,		Frequency: 2
Label: city of Norwich,		Frequency: 2
Label: 交通阻塞,		Frequency: 2
Label: 參政權,		Frequency: 2
Label: 美國參議員,		Frequency: 2
Label: ΦΚΨ兄弟会,		Frequency: 2
Label: 阿爾岡昆諸語,		Frequency: 2
Label: 危地馬拉,		Frequency: 2
Label: 人口普查,		Frequency: 2
Label: 德梅因,		Frequency: 2
Label: 斯普林菲尔德,		Frequency: 2
Label: 數學,		Frequency: 2
Label: 空军一号,		Frequency: 2
Label: 圣安东尼奥马刺队,		Frequency: 2
Label: 底特律活塞队,		Frequency: 2
Label: 邓质方,		Frequency: 2
Label: 西雅圖-塔科馬國際機場,		Frequency: 2
Label: 年度風雲人物,		Frequency: 2
Label: 編劇,		Frequency: 2
Label: 阿尔·史密斯,		Frequency: 2
Label: 西徹斯特郡,		Frequency: 2
Label: 三區橋樑暨隧道管理局,		Frequency: 2
Label: 阿利根尼高原,		Frequency: 2
Label: 纽约港,		Frequency: 2
Label: 文理學院,		Frequency: 2
Label: 侦探漫画,		Frequency: 2
Label: 南美洲,		Frequency: 2
Label: 中锋,		Frequency: 2
Label: 马萨诸塞,		Frequency: 2
Label: 中国大陆,		Frequency: 2
Label: 南加州大学,		Frequency: 2
Label: 鯰形目,		Frequency: 2
Label: 戰艦,		Frequency: 2
Label: 中国共产党,		Frequency: 2
Label: 菲尼克斯太阳队,		Frequency: 2
Label: 德怀特·艾森豪威尔,		Frequency: 2
Label: 1849年,		Frequency: 2
Label: 总经理,		Frequency: 2
Label: 公民,		Frequency: 2
Label: 87號州際公路,		Frequency: 2
Label: 總部,		Frequency: 2
Label: 1955年,		Frequency: 2
Label: 阿伦敦,		Frequency: 2
Label: 稅賦,		Frequency: 2
Label: 1957年,		Frequency: 2
Label: 世貿中心,		Frequency: 2
Label: 维吉尼亚州,		Frequency: 2
Label: 聯邦準備系統,		Frequency: 2
Label: 1958年,		Frequency: 2
Label: 1845年,		Frequency: 2
Label: Santa Fe,		Frequency: 2
Label: 蜘蛛網,		Frequency: 2
Label: 7月11日,		Frequency: 2
Label: 4月30日,		Frequency: 2
Label: 奥斯汀,		Frequency: 2
Label: 福州,		Frequency: 2
Label: 男女同校,		Frequency: 2
Label: 考文垂,		Frequency: 2
Label: 纳粹大屠杀,		Frequency: 2
Label: 观察,		Frequency: 2
Label: 奥利弗·埃尔斯沃思,		Frequency: 2
Label: 1844年,		Frequency: 2
Label: 新澤西,		Frequency: 2
Label: 九一一事件,		Frequency: 2
Label: 1850年,		Frequency: 2
Label: 德国犹太人,		Frequency: 2
Label: 名譽教授,		Frequency: 2
Label: 外卡,		Frequency: 2
Label: 莫華克河谷,		Frequency: 2
Label: 昆士蘭州,		Frequency: 2
Label: 車禍,		Frequency: 2
Label: 1940年代,		Frequency: 2
Label: 公共汽車,		Frequency: 2
Label: 約翰·貝德,		Frequency: 2
Label: 舞台劇,		Frequency: 2
Label: 艾姆斯,		Frequency: 2
Label: 新阿姆斯特丹,		Frequency: 2
Label: 西爾斯大樓,		Frequency: 2
Label: 洛城法网,		Frequency: 2
Label: Saint Joseph, Missouri,		Frequency: 2
Label: 漢彌爾頓,		Frequency: 2
Label: 国家史迹名录,		Frequency: 2
Label: 南方周末,		Frequency: 2
Label: 里昂鎮 (紐約州),		Frequency: 2
Label: 沃思堡,		Frequency: 2
Label: 奧地利,		Frequency: 2
Label: 路易維爾,		Frequency: 2
Label: 雨格諾派,		Frequency: 2
Label: 以利亞,		Frequency: 2
Label: 戰地琴人,		Frequency: 2
Label: 佐治亞,		Frequency: 2
Label: 美國人,		Frequency: 2
Label: 摩爾門,		Frequency: 2
Label: 奥斯卡卢萨,		Frequency: 2
Label: 菲洛墨拉,		Frequency: 2
Label: 奥尔巴尼医学院,		Frequency: 2
Label: 大使,		Frequency: 2
Label: 格伦科夫,		Frequency: 2
Label: 性別歧視,		Frequency: 2
Label: 東北走廊,		Frequency: 2
Label: 純品康納室內球場,		Frequency: 2
Label: Sherrill, New York,		Frequency: 2
Label: 蒙蒂塞洛,		Frequency: 2
Label: 惠提尔,		Frequency: 2
Label: 中部,		Frequency: 2
Label: 史特拉斯堡,		Frequency: 2
Label: 1945年,		Frequency: 2
Label: 布鲁塞尔,		Frequency: 2
Label: 1943年,		Frequency: 2
Label: 威廉三世,		Frequency: 2
Label: 2006年美國期中選舉,		Frequency: 2
Label: 直流电,		Frequency: 2
Label: 约翰·兰辛,		Frequency: 2
Label: 艾瑪拉,		Frequency: 2
Label: 华尔街,		Frequency: 2
Label: 科索沃,		Frequency: 2
Label: 帝國大廈,		Frequency: 2
Label: 葛萊美獎,		Frequency: 2
Label: 美国公理会,		Frequency: 2
Label: 6月18日,		Frequency: 2
Label: 钢琴家,		Frequency: 2
Label: 西联汇款,		Frequency: 2
Label: 麥卡倫國際機場,		Frequency: 2
Label: 格致书院,		Frequency: 2
Label: 4月23日,		Frequency: 2
Label: 馬斯基根,		Frequency: 2
Label: 1832年,		Frequency: 2
Label: 洛克波特鎮,		Frequency: 2
Label: 美国人,		Frequency: 2
Label: 純品康納球場,		Frequency: 2
Label: 6月15日,		Frequency: 2
Label: 佛蒙特共和國,		Frequency: 2
Label: 諾克斯維爾,		Frequency: 2
Label: 威廉·杜德利,		Frequency: 2
Label: 马里兰,		Frequency: 2
Label: 物理学家,		Frequency: 2
Label: 诺贝尔奖,		Frequency: 2
Label: 加州大學,		Frequency: 2
Label: 赫基默县,		Frequency: 2
Label: 约翰·米勒,		Frequency: 2
Label: 普韋布洛,		Frequency: 2
Label: 布朗大學,		Frequency: 2
Label: 尼泊爾,		Frequency: 2
Label: Maria Shriver,		Frequency: 2
Label: 撒拉威阿拉伯民主共和國,		Frequency: 2
Label: Google,		Frequency: 2
Label: 克利夫蘭,		Frequency: 2
Label: 明尼苏达,		Frequency: 2
Label: 新英格蘭地區,		Frequency: 2
Label: 罗森代尔,		Frequency: 2
Label: 越战,		Frequency: 2
Label: 帕克學院,		Frequency: 2
Label: 坦帕灣光芒,		Frequency: 2
Label: 捉鬼者巴菲,		Frequency: 2
Label: 1893年美国国家网球锦标赛,		Frequency: 2
Label: 首都,		Frequency: 2
Label: 韋拉札諾海峽,		Frequency: 2
Label: 沃姆斯普林斯,		Frequency: 2
Label: 道格拉斯·麦克阿瑟,		Frequency: 1
Label: 列王傳,		Frequency: 1
Label: 路易斯·斯威夫特,		Frequency: 1
Label: 开花植物,		Frequency: 1
Label: GDP,		Frequency: 1
Label: 强酸,		Frequency: 1
Label: Cambridge,		Frequency: 1
Label: 阿尔巴尼法律学院,		Frequency: 1
Label: 400px|thumb|right|Plurality ancestry in each state, ranging from 11.8% (FL) to 43.9% (ND). ,		Frequency: 1
Label: 克拉约瓦,		Frequency: 1
Label: 奧斯馬·安曼,		Frequency: 1
Label: 紐約號兩棲運輸船塢艦,		Frequency: 1
Label: 英屬紐約省,		Frequency: 1
Label: 江俊輝,		Frequency: 1
Label: 帕特生,		Frequency: 1
Label: 托萊多,		Frequency: 1
Label: 平克尼,		Frequency: 1
Label: 斯波坎,		Frequency: 1
Label: 中国共产党中央委员会主席,		Frequency: 1
Label: 克洛維斯文化,		Frequency: 1
Label: 美國礦工協會,		Frequency: 1
Label: 威廉·华兹华斯,		Frequency: 1
Label: GE照明,		Frequency: 1
Label: 科羅拉多領地,		Frequency: 1
Label: 歐雷·辛史塔得,		Frequency: 1
Label: 布法罗 (印第安纳州),		Frequency: 1
Label: 瑪麗亞·凱莉,		Frequency: 1
Label: 美國國道,		Frequency: 1
Label: N,		Frequency: 1
Label: 約翰·韋恩,		Frequency: 1
Label: I,		Frequency: 1
Label: 枫香树,		Frequency: 1
Label: 鄧氏魚,		Frequency: 1
Label: 贾德·格雷格,		Frequency: 1
Label: 尼安德特人,		Frequency: 1
Label: 波基普西市,		Frequency: 1
Label: Broadcom,		Frequency: 1
Label: 門羅郡,		Frequency: 1
Label: Y,		Frequency: 1
Label: 蓋瑞城,		Frequency: 1
Label: 迪伦·埃弗里,		Frequency: 1
Label: 王高峰,		Frequency: 1
Label: 我的美好欲望,		Frequency: 1
Label: 外陰,		Frequency: 1
Label: 性交易,		Frequency: 1
Label: 轰天炮,		Frequency: 1
Label: 第一等法学院,		Frequency: 1
Label: 玫瑰花,		Frequency: 1
Label: 波音,		Frequency: 1
Label: 台鐵,		Frequency: 1
Label: 意外,		Frequency: 1
Label: 勒得羅大屠殺,		Frequency: 1
Label: 夏季,		Frequency: 1
Label: 约塞米蒂国家公园,		Frequency: 1
Label: 薩斯奎漢納縣,		Frequency: 1
Label: 魁北克人黨,		Frequency: 1
Label: 脊髓灰质炎疫苗,		Frequency: 1
Label: 沃尔玛,		Frequency: 1
Label: 圣母大学,		Frequency: 1
Label: 579,		Frequency: 1
Label: 581,		Frequency: 1
Label: 墨西加利市,		Frequency: 1
Label: 菲也特,		Frequency: 1
Label: 華爾街日報,		Frequency: 1
Label: 奧斯坦德宣言,		Frequency: 1
Label: 星雲法師,		Frequency: 1
Label: 米妮·馬克思,		Frequency: 1
Label: 马修·沃恩,		Frequency: 1
Label: 朱利叶斯·欧文,		Frequency: 1
Label: °,		Frequency: 1
Label: 第十四修正案,		Frequency: 1
Label: 布里斯托尔 (印第安纳州),		Frequency: 1
Label: 流動電話,		Frequency: 1
Label: 中城,		Frequency: 1
Label: 破產保護,		Frequency: 1
Label: 無宗派,		Frequency: 1
Label: 徐传毅,		Frequency: 1
Label: 貝爾飛機公司,		Frequency: 1
Label: 佛羅里達大學,		Frequency: 1
Label: left|thumb|'''美國同性結合關係現狀''' ,		Frequency: 1
Label: 索命黃道帶,		Frequency: 1
Label: 俚语,		Frequency: 1
Label: Minnesota,		Frequency: 1
Label: 莱文斯基丑闻,		Frequency: 1
Label: 義大利裔,		Frequency: 1
Label: 9月16日,		Frequency: 1
Label: 思想自由,		Frequency: 1
Label: 坦皮科事件,		Frequency: 1
Label: 名名结构,		Frequency: 1
Label: 西,		Frequency: 1
Label: 国家电灯公司,		Frequency: 1
Label: 尖頂地形,		Frequency: 1
Label: 東南科技大學,		Frequency: 1
Label: 奧林匹亞,		Frequency: 1
Label: 控球后卫,		Frequency: 1
Label: 約翰城 (紐約州),		Frequency: 1
Label: 父權,		Frequency: 1
Label: 纽约州政府,		Frequency: 1
Label: 史泰登島高速公路,		Frequency: 1
Label: Calvert Cliffs,		Frequency: 1
Label: 塞爾,		Frequency: 1
Label: 捷克,		Frequency: 1
Label: 希拉里·罗德姆·克林顿,		Frequency: 1
Label: 民權運動,		Frequency: 1
Label: 心理學家,		Frequency: 1
Label: 哈得遜,		Frequency: 1
Label: 费城76人,		Frequency: 1
Label: 美国破产协会,		Frequency: 1
Label: 伊薩卡槍械公司,		Frequency: 1
Label: 黑石集團,		Frequency: 1
Label: 约翰·爱德华兹,		Frequency: 1
Label: 維農山 (喬治亞州),		Frequency: 1
Label: UH-1,		Frequency: 1
Label: 不动产投资信托,		Frequency: 1
Label: 凯文·麦克海尔,		Frequency: 1
Label: 罗尔·邓,		Frequency: 1
Label: 大西洋宪章,		Frequency: 1
Label: 泵動式,		Frequency: 1
Label: 兄弟会,		Frequency: 1
Label: 米其林,		Frequency: 1
Label: 男演員,		Frequency: 1
Label: 梅米特·奥库,		Frequency: 1
Label: 俗语,		Frequency: 1
Label: 五大湖区,		Frequency: 1
Label: 國賓飯店,		Frequency: 1
Label: 東京,		Frequency: 1
Label: 長島地區,		Frequency: 1
Label: 五大湖區,		Frequency: 1
Label: 司鐸,		Frequency: 1
Label: 國土安全部警報系統,		Frequency: 1
Label: 陈志明,		Frequency: 1
Label: 阿什哈巴德,		Frequency: 1
Label: 文藝復興,		Frequency: 1
Label: 凝聚态物理,		Frequency: 1
Label: 跨性別,		Frequency: 1
Label: 加拿大太平洋鐵路,		Frequency: 1
Label: 逆變,		Frequency: 1
Label: 约翰逊城 (堪萨斯州),		Frequency: 1
Label: Abbey of the Genesee,		Frequency: 1
Label: 贝宁坍大学,		Frequency: 1
Label: 联邦最高法院,		Frequency: 1
Label: 1964年哈莱姆骚乱,		Frequency: 1
Label: 熟女鎮,		Frequency: 1
Label: 林肯,		Frequency: 1
Label: 英屬喬治亞省,		Frequency: 1
Label: 蔡豪,		Frequency: 1
Label: 格拉茨,		Frequency: 1
Label: 吳越,		Frequency: 1
Label: 班加罗尔,		Frequency: 1
Label: 堂区,		Frequency: 1
Label: 贾森·基德,		Frequency: 1
Label: 推翻,		Frequency: 1
Label: 蒸发,		Frequency: 1
Label: 多伦多猛龙队,		Frequency: 1
Label: 肖邦,		Frequency: 1
Label: 约翰·F·肯尼迪政府学院,		Frequency: 1
Label: 舞台莊園表演藝術中心,		Frequency: 1
Label: 江原道,		Frequency: 1
Label: 引擎,		Frequency: 1
Label: 阿布達比,		Frequency: 1
Label: 密西根領地,		Frequency: 1
Label: 亚历桑那州,		Frequency: 1
Label: 濟寧市,		Frequency: 1
Label: 印第安納,		Frequency: 1
Label: 1348年,		Frequency: 1
Label: 塔可自由鐘,		Frequency: 1
Label: 候拉提歐·西摩爾,		Frequency: 1
Label: 乔尔·帕克,		Frequency: 1
Label: 現代音樂,		Frequency: 1
Label: 北京奥运会,		Frequency: 1
Label: 京畿道,		Frequency: 1
Label: 移动电话,		Frequency: 1
Label: 奧奈達人,		Frequency: 1
Label: 早安美國,		Frequency: 1
Label: 1879,		Frequency: 1
Label: 所有權,		Frequency: 1
Label: 自杀,		Frequency: 1
Label: 惠特妮·休斯顿,		Frequency: 1
Label: 下加利福尼亞州,		Frequency: 1
Label: 中途島海戰,		Frequency: 1
Label: 美洲野牛,		Frequency: 1
Label: 兄弟,		Frequency: 1
Label: 英国圣公会,		Frequency: 1
Label: 热量,		Frequency: 1
Label: 诺福克岛,		Frequency: 1
Label: 纽约州参议院,		Frequency: 1
Label: 加拿大国会下议院,		Frequency: 1
Label: Bobby Short,		Frequency: 1
Label: 渥太华大学,		Frequency: 1
Label: 河鱸科,		Frequency: 1
Label: I-39,		Frequency: 1
Label: 臺中縣,		Frequency: 1
Label: 美國海軍部長,		Frequency: 1
Label: 白宫,		Frequency: 1
Label: 太阳,		Frequency: 1
Label: 57街,		Frequency: 1
Label: 林紓,		Frequency: 1
Label: 康乃狄格州,		Frequency: 1
Label: 敲擊樂器,		Frequency: 1
Label: 金夏沙,		Frequency: 1
Label: 马拉开波,		Frequency: 1
Label: 航空学,		Frequency: 1
Label: 反战运动,		Frequency: 1
Label: 奥古斯塔斯·布拉德福德,		Frequency: 1
Label: 財政保守主義,		Frequency: 1
Label: 大前锋,		Frequency: 1
Label: 法門階,		Frequency: 1
Label: 中国驻旧金山领事馆,		Frequency: 1
Label: 攀牙府,		Frequency: 1
Label: 诺福克公爵,		Frequency: 1
Label: 米拉麥克斯影業,		Frequency: 1
Label: 孤兒,		Frequency: 1
Label: 中金公司,		Frequency: 1
Label: 威爾斯波羅,		Frequency: 1
Label: 地標,		Frequency: 1
Label: 讓,		Frequency: 1
Label: 约翰城 (米斯郡),		Frequency: 1
Label: 臺北市私立大同高級中學,		Frequency: 1
Label: 女巫前傳,		Frequency: 1
Label: 明尼苏达大学,		Frequency: 1
Label: 羅斯福,		Frequency: 1
Label: I-10,		Frequency: 1
Label: 巴貝多,		Frequency: 1
Label: 中秋節,		Frequency: 1
Label: 中国国奥队,		Frequency: 1
Label: 市民銀行球場,		Frequency: 1
Label: 1866年,		Frequency: 1
Label: 美国化学学会,		Frequency: 1
Label: 布法罗 (纽约州),		Frequency: 1
Label: 世界貿易中心大樓,		Frequency: 1
Label: 哈德森灣,		Frequency: 1
Label: 環境,		Frequency: 1
Label: 易洛魁語,		Frequency: 1
Label: 北美十三州,		Frequency: 1
Label: 海湾战争,		Frequency: 1
Label: 美聯銀行中心,		Frequency: 1
Label: 約翰‧考曼,		Frequency: 1
Label: 瑞弗斯柯摩樂團,		Frequency: 1
Label: 生产商,		Frequency: 1
Label: 塔拉哈西,		Frequency: 1
Label: 大陸,		Frequency: 1
Label: 电机工程,		Frequency: 1
Label: 哈林高地,		Frequency: 1
Label: Ginna,		Frequency: 1
Label: 历史,		Frequency: 1
Label: 布魯克林大橋,		Frequency: 1
Label: 禽流感,		Frequency: 1
Label: 電力機車,		Frequency: 1
Label: 伊桑·艾伦,		Frequency: 1
Label: 學位,		Frequency: 1
Label: 阿巴拉契亚,		Frequency: 1
Label: .300 溫徹斯特麥格農,		Frequency: 1
Label: I-74,		Frequency: 1
Label: 攻佔提康德羅加堡,		Frequency: 1
Label: I-76,		Frequency: 1
Label: 對二甲苯,		Frequency: 1
Label: 羅得島,		Frequency: 1
Label: I-78,		Frequency: 1
Label: I-77,		Frequency: 1
Label: 53街,		Frequency: 1
Label: I-81,		Frequency: 1
Label: I-82,		Frequency: 1
Label: 修正案,		Frequency: 1
Label: 反抗法規內戰,		Frequency: 1
Label: 里诺／塔霍湖国际机场,		Frequency: 1
Label: 查理二世,		Frequency: 1
Label: Alexa,		Frequency: 1
Label: Brownsville,		Frequency: 1
Label: 贝灵厄姆,		Frequency: 1
Label: 第一代康登伯爵,		Frequency: 1
Label: 坎昆,		Frequency: 1
Label: I-69,		Frequency: 1
Label: I-238,		Frequency: 1
Label: 利比里亚,		Frequency: 1
Label: 公共電視,		Frequency: 1
Label: XXX,		Frequency: 1
Label: 阿克伦市,		Frequency: 1
Label: 潮安縣,		Frequency: 1
Label: I-71,		Frequency: 1
Label: 1568年,		Frequency: 1
Label: 玛丽埃塔,		Frequency: 1
Label: 維吉尼亞殖民地,		Frequency: 1
Label: 醒吾技術學院,		Frequency: 1
Label: 心律調整器,		Frequency: 1
Label: 卡兹奇山,		Frequency: 1
Label: 哈得逊河畔安嫩代尔,		Frequency: 1
Label: 肯亞,		Frequency: 1
Label: 公開,		Frequency: 1
Label: 埃尔塞贡多,		Frequency: 1
Label: 梅克倫堡-施特雷利茨,		Frequency: 1
Label: Tsuyama,		Frequency: 1
Label: 摩门教,		Frequency: 1
Label: 元帥,		Frequency: 1
Label: 新斯科細亞省,		Frequency: 1
Label: 中央学院,		Frequency: 1
Label: 中华民国,		Frequency: 1
Label: 奇士米鎮,		Frequency: 1
Label: 阿波罗13号,		Frequency: 1
Label: e-Bullion,		Frequency: 1
Label: 畢業生代表,		Frequency: 1
Label: 許盈,		Frequency: 1
Label: 迪尔伯恩,		Frequency: 1
Label: 朝鮮族,		Frequency: 1
Label: 模特,		Frequency: 1
Label: 重庆,		Frequency: 1
Label: 航空母艦,		Frequency: 1
Label: 考斯比一家,		Frequency: 1
Label: 朱万·霍华德,		Frequency: 1
Label: 奥西宁市,		Frequency: 1
Label: 雷克島,		Frequency: 1
Label: 亨普斯特德鎮,		Frequency: 1
Label: 俄勒岡領地,		Frequency: 1
Label: 喬寶忠,		Frequency: 1
Label: 硬头鳟,		Frequency: 1
Label: 約翰·韋德,		Frequency: 1
Label: 俄语,		Frequency: 1
Label: 古巴巨人隊,		Frequency: 1
Label: 打印机,		Frequency: 1
Label: 釀酒廠,		Frequency: 1
Label: 埃里克·霍尔德,		Frequency: 1
Label: (LLM,Yale Law School,1986),		Frequency: 1
Label: 大寫,		Frequency: 1
Label: 东方礼总教区,		Frequency: 1
Label: I-275,		Frequency: 1
Label: 世界勞工協會,		Frequency: 1
Label: Wyoming,		Frequency: 1
Label: 道琼斯工业平均指数,		Frequency: 1
Label: 中世紀藝術,		Frequency: 1
Label: 乌普萨拉,		Frequency: 1
Label: 紀伯倫·蒙哥馬利·派克,		Frequency: 1
Label: 密爾沃基,		Frequency: 1
Label: 拿破崙戰爭,		Frequency: 1
Label: 诺贝尔和平奖,		Frequency: 1
Label: 英國秘密情報局,		Frequency: 1
Label: 尼赖吉哈佐,		Frequency: 1
Label: 釜山,		Frequency: 1
Label: 夏延,		Frequency: 1
Label: I-99,		Frequency: 1
Label: 图像处理,		Frequency: 1
Label: 奥尔巴尼县,		Frequency: 1
Label: 神學家,		Frequency: 1
Label: 同性結合,		Frequency: 1
Label: 595,		Frequency: 1
Label: 血液,		Frequency: 1
Label: 葛雷哥萊·畢克,		Frequency: 1
Label: 古典摇滚,		Frequency: 1
Label: I-294,		Frequency: 1
Label: 利文斯敦,		Frequency: 1
Label: 香港大球場,		Frequency: 1
Label: 麻薩諸塞大學阿默斯特分校,		Frequency: 1
Label: 圣巴巴拉,		Frequency: 1
Label: 威肯堡,		Frequency: 1
Label: 世界卫生组织,		Frequency: 1
Label: I-86,		Frequency: 1
Label: 二十国集团领导人第二次金融峰会,		Frequency: 1
Label: 西格蒙德·佛洛伊德,		Frequency: 1
Label: 拉卡瓦納,		Frequency: 1
Label: 奧運,		Frequency: 1
Label: 聯合鐵路,		Frequency: 1
Label: Nuevo Laredo,		Frequency: 1
Label: 美国派：索爱天书,		Frequency: 1
Label: 绝对多数,		Frequency: 1
Label: 耶稣受难记,		Frequency: 1
Label: 塞勒姆,		Frequency: 1
Label: 編舞家,		Frequency: 1
Label: 洋基体育场,		Frequency: 1
Label: 奧爾巴尼紐約州立大學,		Frequency: 1
Label: 绿箭侠,		Frequency: 1
Label: 火星猎人,		Frequency: 1
Label: 英裔,		Frequency: 1
Label: 康瓦尔,		Frequency: 1
Label: 摇滚,		Frequency: 1
Label: 金庫,		Frequency: 1
Label: 国际金融危机,		Frequency: 1
Label: 民主黨全國委員會,		Frequency: 1
Label: 布鲁姆县,		Frequency: 1
Label: 东花园市,		Frequency: 1
Label: 罗马大学,		Frequency: 1
Label: 毒藥樂隊,		Frequency: 1
Label: 美国总统大选,		Frequency: 1
Label: 爱迪生,		Frequency: 1
Label: 科尔基·普兰,		Frequency: 1
Label: 通讯,		Frequency: 1
Label: 台北市,		Frequency: 1
Label: 优罗嘉,		Frequency: 1
Label: 贵州,		Frequency: 1
Label: 奥瑞恩,		Frequency: 1
Label: 图卢兹,		Frequency: 1
Label: 第三部門鐵道,		Frequency: 1
Label: 溫莎市,		Frequency: 1
Label: 赫斯特大樓,		Frequency: 1
Label: 體重,		Frequency: 1
Label: 女高音,		Frequency: 1
Label: 厄瓜多尔,		Frequency: 1
Label: 随州市,		Frequency: 1
Label: 福特漢姆大學,		Frequency: 1
Label: 诺福克 (弗吉尼亚州),		Frequency: 1
Label: Palm,		Frequency: 1
Label: 傑克森五人組,		Frequency: 1
Label: 阿齐齐亚兵营,		Frequency: 1
Label: 卡薩格蘭蒂,		Frequency: 1
Label: 國際,		Frequency: 1
Label: 奥斯卡最佳导演奖,		Frequency: 1
Label: 洛克菲勒大学,		Frequency: 1
Label: 萨尼亚,		Frequency: 1
Label: 游击手,		Frequency: 1
Label: Tver,		Frequency: 1
Label: 迈克尔·布隆伯格,		Frequency: 1
Label: 蕭恩舞團及舞蹈學校,		Frequency: 1
Label: 垄断,		Frequency: 1
Label: 德克萨斯大学奥斯汀分校,		Frequency: 1
Label: 美國國鐵,		Frequency: 1
Label: 闊德城,		Frequency: 1
Label: 布克·華盛頓,		Frequency: 1
Label: 法律專業學位,		Frequency: 1
Label: 火奴鲁鲁,		Frequency: 1
Label: 生菜,		Frequency: 1
Label: 第9國會選區,		Frequency: 1
Label: 文化人類學,		Frequency: 1
Label: 康科德 (北卡罗来纳州),		Frequency: 1
Label: 節奏藍調,		Frequency: 1
Label: 愛德華堡鎮,		Frequency: 1
Label: 纽伯里波特,		Frequency: 1
Label: 電子收費系統,		Frequency: 1
Label: 亨德森,		Frequency: 1
Label: 流行,		Frequency: 1
Label: 甘蔗,		Frequency: 1
Label: 家有恶夫,		Frequency: 1
Label: 卢湾区,		Frequency: 1
Label: 第三高,		Frequency: 1
Label: 美国国家海洋和大气管理局,		Frequency: 1
Label: 法裔美籍,		Frequency: 1
Label: 曼哈頓區,		Frequency: 1
Label: 東澤西,		Frequency: 1
Label: 蘇菲亞·米洛斯,		Frequency: 1
Label: 朱培慶,		Frequency: 1
Label: 加利西亚和洛多梅利亚王国,		Frequency: 1
Label: 史崔森堡天文館,		Frequency: 1
Label: 有机化学,		Frequency: 1
Label: 內務部,		Frequency: 1
Label: 輔助線,		Frequency: 1
Label: 基普灣登陸戰,		Frequency: 1
Label: 米格爾一世,		Frequency: 1
Label: 诺福克 (纽约州),		Frequency: 1
Label: 紐約州立師範學院,		Frequency: 1
Label: 下城,		Frequency: 1
Label: 堪薩斯城（密蘇里州）,		Frequency: 1
Label: 彭延,		Frequency: 1
Label: 美麗境界,		Frequency: 1
Label: 紅菜湯帶,		Frequency: 1
Label: 蘇合香樹,		Frequency: 1
Label: 动画,		Frequency: 1
Label: 博士学位,		Frequency: 1
Label: 理查德·鲁阁,		Frequency: 1
Label: 光學,		Frequency: 1
Label: 美國聯邦政府,		Frequency: 1
Label: 广慈医院,		Frequency: 1
Label: 麻塞诸塞州,		Frequency: 1
Label: 克林顿,		Frequency: 1
Label: 蒙特羅斯,		Frequency: 1
Label: 南港工业区,		Frequency: 1
Label: 冷鋒,		Frequency: 1
Label: 童話,		Frequency: 1
Label: 腓特烈·威廉一世,		Frequency: 1
Label: PEN/海明威獎,		Frequency: 1
Label: 公園,		Frequency: 1
Label: 最偉大的美國人,		Frequency: 1
Label: 威廉堡,		Frequency: 1
Label: 政治学,		Frequency: 1
Label: 弗羅茨瓦夫,		Frequency: 1
Label: 侵权法,		Frequency: 1
Label: 巴黎公社,		Frequency: 1
Label: I-5,		Frequency: 1
Label: 艺术史,		Frequency: 1
Label: 安東尼·韋恩,		Frequency: 1
Label: 克莱格·凡特,		Frequency: 1
Label: 衣阿华州,		Frequency: 1
Label: 約翰·麥倫坎,		Frequency: 1
Label: 康科德 (密歇根州),		Frequency: 1
Label: 杰纳西奥,		Frequency: 1
Label: 烏茲塔克,		Frequency: 1
Label: 康科德 (佛蒙特州),		Frequency: 1
Label: 薩格奈 (魁北克),		Frequency: 1
Label: 花旗集团,		Frequency: 1
Label: 夏天,		Frequency: 1
Label: 夏威夷領地,		Frequency: 1
Label: 崔恩堡修道院,		Frequency: 1
Label: 聯合航空93號班機,		Frequency: 1
Label: 美国公民协会,		Frequency: 1
Label: 詹姆斯敦,		Frequency: 1
Label: 約瑟夫·沃倫,		Frequency: 1
