============== Resource: 迈克尔·乔丹 ==============
Label: 波士顿凯尔特人,		Frequency: 165
Label: 犹他州,		Frequency: 1
Label: 劉璇,		Frequency: 1
Label: 櫻井良太,		Frequency: 1
Label: 萨姆·鲍伊,		Frequency: 1
Label: 密歇根州,		Frequency: 1
Label: 華盛頓巫師隊,		Frequency: 1
Label: NBA总冠军,		Frequency: 1
Label: 城島健司,		Frequency: 1
Label: 奥蒂斯·索普,		Frequency: 1
Label: 多尔夫·谢耶斯,		Frequency: 1
Label: 北卡罗来纳大学威明顿,		Frequency: 1
Label: J·R·雷德,		Frequency: 1
Label: 英国,		Frequency: 1
Label: 布魯斯·威利,		Frequency: 1
Label: 波士頓凱爾特人,		Frequency: 1
Label: 荷西·坎塞柯,		Frequency: 1
Label: 陳金鋒,		Frequency: 1
Label: 新墨西哥州立大学,		Frequency: 1
Label: 陳偉殷,		Frequency: 1
Label: 印第安納溜馬,		Frequency: 1
Label: 7月19日,		Frequency: 1
Label: 喬治城大學,		Frequency: 1
Label: 奥登·普利莱斯,		Frequency: 1
Label: 洛杉磯湖人队,		Frequency: 1
Label: 達欣工程籃球隊,		Frequency: 1
Label: 杰里·雷斯多夫,		Frequency: 1
Label: 洛杉磯加利福尼亞大學,		Frequency: 1
Label: 2009年NBA选秀,		Frequency: 1
Label: 迈克尔·乔丹 (足球运动员),		Frequency: 1
Label: PJ·布朗,		Frequency: 1
Label: 1955年,		Frequency: 1
Label: 史葛特·柏賓,		Frequency: 1
Label: 英语,		Frequency: 1
Label: 1975年,		Frequency: 1
Label: 瑪格麗特·杜魯門,		Frequency: 1
Label: 老虎伍茲,		Frequency: 1
Label: 约翰·帕特森,		Frequency: 1
Label: 8月26日,		Frequency: 1
Label: 林登·约翰遜,		Frequency: 1
Label: 休斯敦火箭隊,		Frequency: 1
Label: 田纳西州,		Frequency: 1
Label: 迈阿密热队,		Frequency: 1
Label: 台灣大雲豹籃球隊,		Frequency: 1
Label: 德拉赞·皮特洛维奇,		Frequency: 1
Label: 法蘭克·湯瑪斯,		Frequency: 1
Label: 菲爾普斯,		Frequency: 1
Label: 杜魯門,		Frequency: 1
Label: 約翰·帕特森,		Frequency: 1
Label: 欧文,		Frequency: 1
Label: 麥可喬登,		Frequency: 1
Label: 熱火隊,		Frequency: 1
Label: 国际篮联,		Frequency: 1
Label: 俄亥俄州,		Frequency: 1
Label: 史蒂芬·馬布里,		Frequency: 1
Label: 霍瑞斯·格兰特,		Frequency: 1
Label: 1936年,		Frequency: 1
Label: 皮蓬,		Frequency: 1
Label: 6月21日,		Frequency: 1
Label: 俄克拉何马市,		Frequency: 1
Label: 黃仲裕,		Frequency: 1
Label: 布萊恩·格蘭特,		Frequency: 1
Label: 控球后卫,		Frequency: 1
Label: 五十嵐圭,		Frequency: 1
Label: 夏洛特山貓,		Frequency: 1
Label: 邁克爾·傑克遜,		Frequency: 1
Label: 德瑞克·羅斯,		Frequency: 1
Label: Hortência Marcari,		Frequency: 1
Label: 費城76人,		Frequency: 1
Label: 林恩宇,		Frequency: 1
Label: 汉密尔顿,		Frequency: 1
Label: NBA全明星赛最有价值球员,		Frequency: 1
Label: 本·高登,		Frequency: 1
Label: 約翰·哈夫利切克,		Frequency: 1
Label: 退役,		Frequency: 1
Label: 香港籃球銀牌賽,		Frequency: 1
Label: 全港學界精英籃球賽,		Frequency: 1
Label: 勒內·伊基塔,		Frequency: 1
Label: 约翰·爱德华兹,		Frequency: 1
Label: 德州游骑兵,		Frequency: 1
Label: 朗·夏巴,		Frequency: 1
Label: 賽車,		Frequency: 1
Label: 明尼阿波利斯,		Frequency: 1
Label: 非洲,		Frequency: 1
Label: NBA最佳防守球員,		Frequency: 1
Label: 标靶中心,		Frequency: 1
Label: 紅鯡魚,		Frequency: 1
Label: 乔吉·穆雷森,		Frequency: 1
Label: 彭政閔,		Frequency: 1
Label: 范志毅,		Frequency: 1
Label: 巴黎BR,		Frequency: 1
Label: 岳瀛立,		Frequency: 1
Label: 查克·戴利,		Frequency: 1
Label: 松井稼頭央,		Frequency: 1
Label: 东南俄克拉荷马州立大学,		Frequency: 1
Label: 洛杉磯快船隊,		Frequency: 1
Label: 欧洲篮球锦标赛,		Frequency: 1
Label: 美國偶像,		Frequency: 1
Label: Michael Jackson,		Frequency: 1
Label: 1898年,		Frequency: 1
Label: 克里夫兰骑士队,		Frequency: 1
Label: 美國總統,		Frequency: 1
Label: 奇才队,		Frequency: 1
Label: 法律顾问,		Frequency: 1
Label: 北卡,		Frequency: 1
Label: 紐約馬拉松,		Frequency: 1
Label: 约翰·卡马克,		Frequency: 1
Label: 波特蘭開拓者,		Frequency: 1
Label: 雷·阿倫,		Frequency: 1
Label: 達美中心,		Frequency: 1
Label: 波黑,		Frequency: 1
Label: 杰西·欧文斯,		Frequency: 1
Label: 法语,		Frequency: 1
Label: 格伦代夫,		Frequency: 1
Label: 麥可·傑克森,		Frequency: 1
Label: 三双,		Frequency: 1
Label: 山姆·博伊,		Frequency: 1
Label: 独联体,		Frequency: 1
Label: 年輕歲月,		Frequency: 1
Label: 中国,		Frequency: 1
Label: 保罗·迪·雷斯塔,		Frequency: 1
Label: NBA最佳防守球员,		Frequency: 1
Label: 克利夫兰骑士队,		Frequency: 1
Label: 参议员,		Frequency: 1
Label: 三角戰術,		Frequency: 1
Label: 柯比·布萊恩,		Frequency: 1
Label: 劉義祥,		Frequency: 1
Label: 奧運會,		Frequency: 1
Label: 基督,		Frequency: 1
Label: 保羅·皮爾斯,		Frequency: 1
Label: 华盛顿子弹/奇才队,		Frequency: 1
Label: NBA新秀挑战赛,		Frequency: 1
Label: 冰球,		Frequency: 1
Label: 美職籃,		Frequency: 1
Label: 中田英壽,		Frequency: 1
Label: 文祺,		Frequency: 1
Label: 朱利葉斯·歐文,		Frequency: 1
Label: 新泽西州,		Frequency: 1
Label: 奧克拉荷馬市雷霆,		Frequency: 1
Label: 南斯拉夫国家男子篮球队,		Frequency: 1
Label: 6月4日,		Frequency: 1
Label: 罗利,		Frequency: 1
Label: CBA,		Frequency: 1
Label: 米克·贾格尔,		Frequency: 1
Label: 馬克·普萊斯,		Frequency: 1
Label: 中国男子篮球职业联赛,		Frequency: 1
Label: ABA联盟,		Frequency: 1
Label: 篮板,		Frequency: 1
Label: 超音速,		Frequency: 1
Label: 网队,		Frequency: 1
Label: 周士淵,		Frequency: 1
Label: 1980年代,		Frequency: 1
Label: 季后赛,		Frequency: 1
Label: 3月13日,		Frequency: 1
Label: Top Gear,		Frequency: 1
Label: 2008年美国总统选举,		Frequency: 1
Label: 华盛顿州,		Frequency: 1
Label: 溫哥華灰熊隊,		Frequency: 1
Label: 多米尼克·威爾金斯,		Frequency: 1
Label: 赫尔辛堡,		Frequency: 1
Label: 陳致鵬,		Frequency: 1
Label: 太阳,		Frequency: 1
Label: 迈克尔·菲尔普斯,		Frequency: 1
Label: 印第安納溜馬隊,		Frequency: 1
Label: 亞特蘭大老鷹队,		Frequency: 1
Label: 大西洋沿岸联盟,		Frequency: 1
Label: 大前锋,		Frequency: 1
Label: 高原直泰,		Frequency: 1
Label: 世界男子篮球锦标赛,		Frequency: 1
Label: 歐陽進恆,		Frequency: 1
Label: 鮑伯·佩提特,		Frequency: 1
Label: MotoGP,		Frequency: 1
Label: 2003-04賽季,		Frequency: 1
Label: 邢慧娜,		Frequency: 1
Label: 擋切戰術,		Frequency: 1
Label: 約翰·斯塔克斯,		Frequency: 1
Label: Lynette Woodard,		Frequency: 1
Label: 新奥尔良,		Frequency: 1
Label: 台灣銀行籃球隊,		Frequency: 1
Label: 中美關係,		Frequency: 1
Label: 堪萨斯大学,		Frequency: 1
Label: 拉利·布特,		Frequency: 1
Label: 賴國弘,		Frequency: 1
Label: 薄一波,		Frequency: 1
Label: 美国国家男子篮球队,		Frequency: 1
Label: 雷波洛,		Frequency: 1
Label: 奧斯卡·羅伯遜,		Frequency: 1
Label: 瑞典,		Frequency: 1
Label: 魔术,		Frequency: 1
Label: ABA,		Frequency: 1
Label: 查爾斯·林白,		Frequency: 1
Label: 伯德,		Frequency: 1
Label: 傑夫·霍納塞克,		Frequency: 1
Label: 圣路易斯老鷹隊,		Frequency: 1
Label: 芝加哥白袜,		Frequency: 1
Label: 丹尼·费里,		Frequency: 1
Label: 合唱團,		Frequency: 1
Label: 芬威球場,		Frequency: 1
Label: 达蒙·斯塔德迈尔,		Frequency: 1
Label: 菲尼克斯,		Frequency: 1
Label: 喬·托瑞,		Frequency: 1
Label: 安东尼·卡尔,		Frequency: 1
Label: 林加拉语,		Frequency: 1
Label: 状元,		Frequency: 1
Label: 波罗的海,		Frequency: 1
Label: 王建民,		Frequency: 1
Label: 人猿泰山,		Frequency: 1
Label: 阿基姆·奧拉朱旺,		Frequency: 1
Label: 巴克里,		Frequency: 1
Label: 哈基姆·奧拉朱旺,		Frequency: 1
Label: 1月1日,		Frequency: 1
Label: 2000年夏季奧林匹克運動會,		Frequency: 1
Label: 克萊德·德士拿,		Frequency: 1
Label: 波士頓塞爾提克隊,		Frequency: 1
Label: 兰斯·阿姆斯特朗,		Frequency: 1
Label: 下个赛季,		Frequency: 1
Label: 傑森·理察森,		Frequency: 1
Label: 比尔·沃茨,		Frequency: 1
Label: 明尼苏达州,		Frequency: 1
Label: 非洲裔美国人,		Frequency: 1
Label: 無綫電視,		Frequency: 1
Label: 辽宁猎人队,		Frequency: 1
Label: 單簧管,		Frequency: 1
Label: 何守正,		Frequency: 1
Label: 邁耶,		Frequency: 1
Label: 克萊·本尼特,		Frequency: 1
Label: 三分球,		Frequency: 1
Label: 江苏龙队,		Frequency: 1
Label: 火箭隊,		Frequency: 1
Label: 1996年亞特蘭大奧林匹克運動會,		Frequency: 1
Label: 台灣啤酒籃球隊,		Frequency: 1
Label: 明尼蘇達木狼,		Frequency: 1
Label: 賽馬會體藝中學,		Frequency: 1
Label: 尼姑,		Frequency: 1
Label: 林岳平,		Frequency: 1
Label: 孫悅,		Frequency: 1
Label: 罗马尼亚,		Frequency: 1
Label: 亚利桑那州,		Frequency: 1
Label: 香港籃球聯賽,		Frequency: 1
Label: 北卡罗来纳大学艾胥維爾,		Frequency: 1
Label: 路易斯·埃内米歇尔,		Frequency: 1
Label: 洛杉磯,		Frequency: 1
Label: 波士頓凯尔特人,		Frequency: 1
Label: 賈霸,		Frequency: 1
Label: 西雅图,		Frequency: 1
Label: 印第安納波利斯,		Frequency: 1
Label: 膝盖,		Frequency: 1
Label: 1983年,		Frequency: 1
Label: 迈克尔·巴拉克,		Frequency: 1
Label: 長友佑都,		Frequency: 1
Label: 波兰,		Frequency: 1
Label: 灰熊,		Frequency: 1
Label: 迈克尔·凯奇,		Frequency: 1
Label: 拉龙·普罗菲特,		Frequency: 1
Label: 楊玉明,		Frequency: 1
Label: 布莱恩·斯金纳,		Frequency: 1
Label: 納蘇競技場,		Frequency: 1
Label: 鲍勃·迈卡杜,		Frequency: 1
Label: 周泓諭,		Frequency: 1
Label: 陳志忠,		Frequency: 1
Label: 费城勇士队,		Frequency: 1
Label: 乔丹·史塔尔,		Frequency: 1
Label: 羅伯特·肯尼迪,		Frequency: 1
Label: 企业家,		Frequency: 1
Label: 南联盟,		Frequency: 1
Label: 金州勇士隊,		Frequency: 1
Label: 特雷維索貝納通,		Frequency: 1
Label: 路易斯·汉密尔顿,		Frequency: 1
Label: 1985年,		Frequency: 1
Label: 拉里·南希,		Frequency: 1
Label: 1月28日,		Frequency: 1
Label: 世锦赛,		Frequency: 1
Label: 辛辛那提皇家隊,		Frequency: 1
Label: 雷夫·辛普森,		Frequency: 1
Label: 奧林匹克運動會,		Frequency: 1
Label: 里瓦爾多,		Frequency: 1
Label: 北卡罗来纳大学夏洛特,		Frequency: 1
Label: 1994-95 NBA賽季,		Frequency: 1
Label: 尼克斯,		Frequency: 1
Label: 喬丹車隊,		Frequency: 1
Label: 巴塞罗那奥运会,		Frequency: 1
Label: 推理小說,		Frequency: 1
Label: 波士顿花园,		Frequency: 1
Label: 鲍勃·希尔,		Frequency: 1
Label: 1961-62赛季,		Frequency: 1
Label: 三級方程式賽車,		Frequency: 1
Label: 林智勝,		Frequency: 1
Label: 德瑞克·基特,		Frequency: 1
Label: 约翰尼·道金斯,		Frequency: 1
Label: NVIDIA,		Frequency: 1
Label: 亞特蘭提大道-巴克萊中心,		Frequency: 1
Label: 萨克拉门托,		Frequency: 1
Label: Jordan,		Frequency: 1
Label: 马克·伊顿,		Frequency: 1
Label: 蘭登書屋,		Frequency: 1
Label: 松坂大輔,		Frequency: 1
Label: CBA扣篮王,		Frequency: 1
Label: 温哥华,		Frequency: 1
Label: 圖魯,		Frequency: 1
Label: 音乐,		Frequency: 1
Label: 西武獅,		Frequency: 1
Label: 苏联,		Frequency: 1
Label: 鮑勃·庫錫,		Frequency: 1
Label: Michael Jordan,		Frequency: 1
Label: 阿道夫·拉普,		Frequency: 1
Label: 1998-99賽季,		Frequency: 1
Label: 夏洛特黄蜂队,		Frequency: 1
Label: 1961年,		Frequency: 1
Label: 萨克拉门托国王队,		Frequency: 1
Label: 丹佛掘金队,		Frequency: 1
Label: 巴西,		Frequency: 1
Label: 廣告,		Frequency: 1
Label: 贾森·卡波诺,		Frequency: 1
Label: 鳳凰城太阳队,		Frequency: 1
Label: TNT,		Frequency: 1
Label: 中国乔丹,		Frequency: 1
Label: 克羅埃西亞,		Frequency: 1
Label: 1985年NBA選秀,		Frequency: 1
Label: 作家,		Frequency: 1
Label: 西雅圖水手,		Frequency: 1
Label: 怪物奇兵,		Frequency: 1
Label: 1960年,		Frequency: 1
Label: 米哈乌·克雷布特·维希尼奥维茨基,		Frequency: 1
Label: 蘇施黃,		Frequency: 1
Label: 新奧爾良黃蜂隊,		Frequency: 1
Label: 樂一通超能特攻隊,		Frequency: 1
Label: 王志群,		Frequency: 1
Label: 達瑞爾·格里芬斯,		Frequency: 1
Label: 史考提·皮朋,		Frequency: 1
Label: 波樂無窮,		Frequency: 1
Label: 阿部慎之助,		Frequency: 1
Label: 林英傑,		Frequency: 1
Label: 孟菲斯,		Frequency: 1
Label: Frank Porter Graham,		Frequency: 1
Label: 刘翔,		Frequency: 1
Label: 帕维斯·埃里森,		Frequency: 1
Label: 斯托克顿,		Frequency: 1
Label: 1990年,		Frequency: 1
Label: 魯什·林堡,		Frequency: 1
Label: 喬·杜馬斯,		Frequency: 1
Label: 底特律老虎,		Frequency: 1
Label: 芝加哥黑鹰队,		Frequency: 1
Label: NBA年度第三隊,		Frequency: 1
Label: 裕隆恐龍籃球隊,		Frequency: 1
Label: 殘奧會,		Frequency: 1
Label: 1968年,		Frequency: 1
Label: 麥可·貝,		Frequency: 1
Label: 北卡罗莱纳大学教堂山分校,		Frequency: 1
Label: 全明星新秀赛,		Frequency: 1
Label: 奇才,		Frequency: 1
Label: 簡浩,		Frequency: 1
Label: 5月21日,		Frequency: 1
Label: 美国海军学院,		Frequency: 1
Label: 11月20日,		Frequency: 1
Label: 1969年,		Frequency: 1
Label: 新泽西网队,		Frequency: 1
Label: 奇雲·貝根,		Frequency: 1
Label: 美國電影,		Frequency: 1
Label: 麥迪遜廣場花園,		Frequency: 1
Label: 2010年世界一級方程式錦標賽,		Frequency: 1
Label: 亞努皮·迪賽,		Frequency: 1
Label: 柯蒂斯·汉弗莱,		Frequency: 1
Label: 巴尔的摩子弹队,		Frequency: 1
Label: 李察·基爾,		Frequency: 1
Label: 总决赛,		Frequency: 1
Label: 潘威倫,		Frequency: 1
Label: 克-{里}-夫蘭騎士隊,		Frequency: 1
Label: 黑人娱乐电视台,		Frequency: 1
Label: 罗纳尔迪尼奥,		Frequency: 1
Label: 艾迪·瓊斯,		Frequency: 1
Label: 奧巴治,		Frequency: 1
Label: 凱瑟琳·赫本,		Frequency: 1
Label: 堪萨斯城,		Frequency: 1
Label: 米奇·曼托,		Frequency: 1
Label: 最有價值球員,		Frequency: 1
Label: 斯普利特,		Frequency: 1
Label: 侯瑞斯·葛蘭特,		Frequency: 1
Label: 馬克·伊頓,		Frequency: 1
Label: 艾德里安·達特利,		Frequency: 1
Label: 沈國成,		Frequency: 1
Label: 阿伦佐·莫宁,		Frequency: 1
Label: 马德里,		Frequency: 1
Label: 辛辛那提皇家队,		Frequency: 1
Label: 帝博,		Frequency: 1
Label: 约旦河,		Frequency: 1
Label: Tyler Hansbrough,		Frequency: 1
Label: 1819年,		Frequency: 1
Label: 黑人,		Frequency: 1
Label: 迈克尔·泰森,		Frequency: 1
Label: 鲁尼,		Frequency: 1
Label: 田臥勇太,		Frequency: 1
Label: 1993年总决赛,		Frequency: 1
Label: 约翰·哈维奇克,		Frequency: 1
Label: 杆位,		Frequency: 1
Label: 萨姆·柏金斯,		Frequency: 1
Label: 1924年,		Frequency: 1
Label: 開心日報,		Frequency: 1
Label: 1965年,		Frequency: 1
Label: 杰里·斯隆,		Frequency: 1
Label: 林志傑,		Frequency: 1
Label: 雷神之锤,		Frequency: 1
Label: 佐敦站,		Frequency: 1
Label: 田壘,		Frequency: 1
Label: 约翰·塞利,		Frequency: 1
Label: 卡洛斯·巴爾德拉馬,		Frequency: 1
Label: 1970年代,		Frequency: 1
Label: 饒舌,		Frequency: 1
Label: 文斯·蘭巴迪,		Frequency: 1
Label: 芝加哥鲁普商业区,		Frequency: 1
Label: 达拉斯,		Frequency: 1
Label: 香港中文大學,		Frequency: 1
Label: 馬刺隊,		Frequency: 1
Label: 史冬鵬,		Frequency: 1
Label: 密苏里州,		Frequency: 1
Label: 克里斯蒂安·莱特纳,		Frequency: 1
Label: 長島,		Frequency: 1
Label: 簡明富,		Frequency: 1
Label: 总统,		Frequency: 1
Label: 首爾,		Frequency: 1
Label: 克里夫兰,		Frequency: 1
Label: 荷李活,		Frequency: 1
Label: 控球後衛,		Frequency: 1
Label: 8月18日,		Frequency: 1
Label: 延長,		Frequency: 1
Label: 菲爾·傑克遜,		Frequency: 1
Label: 山頓·安德森,		Frequency: 1
Label: 南斯拉夫,		Frequency: 1
Label: NBA进步最快球员,		Frequency: 1
Label: 達比修有,		Frequency: 1
Label: 约旦哈希姆王国,		Frequency: 1
Label: 迈克尔·芬利,		Frequency: 1
Label: 入樽,		Frequency: 1
Label: TBS,		Frequency: 1
Label: 和尚,		Frequency: 1
Label: 北卡罗来纳大学教堂山分校,		Frequency: 1
Label: 沙治奧拉莫斯,		Frequency: 1
Label: 飛鷹,		Frequency: 1
Label: 沙村廣明,		Frequency: 1
Label: 2013年,		Frequency: 1
Label: 汉城奥运会,		Frequency: 1
Label: 托尼·庫科奇,		Frequency: 1
Label: 埃塞俄比亞,		Frequency: 1
Label: 沙加緬度國王,		Frequency: 1
Label: 超人,		Frequency: 1
Label: 林宜輝,		Frequency: 1
Label: 查尔斯·奥科利,		Frequency: 1
Label: 國際籃聯,		Frequency: 1
Label: 2004年NBA季後賽,		Frequency: 1
Label: 鮑伯·洛夫,		Frequency: 1
Label: 1984年NBA选秀,		Frequency: 1
Label: 迈克尔·杰克逊,		Frequency: 1
Label: 吳佳龍,		Frequency: 1
Label: 甲一組聯賽,		Frequency: 1
Label: 投篮,		Frequency: 1
Label: 罚球,		Frequency: 1
Label: 1946年,		Frequency: 1
Label: Teresa Edwards,		Frequency: 1
Label: 稻葉篤紀,		Frequency: 1
Label: Raymond Felton,		Frequency: 1
Label: 擋拆戰術,		Frequency: 1
Label: 第一联合中心,		Frequency: 1
Label: 三角洲中心,		Frequency: 1
Label: 克里夫兰印地安人,		Frequency: 1
Label: 罗恩·哈珀,		Frequency: 1
Label: 2011年世界一級方程式錦標賽,		Frequency: 1
Label: 巴克萊中心,		Frequency: 1
Label: 約翰·布蘭奇,		Frequency: 1
Label: 麥克·泰森,		Frequency: 1
Label: 中国国家女子篮球队,		Frequency: 1
Label: 约翰逊,		Frequency: 1
Label: 1996-97 NBA賽季,		Frequency: 1
Label: 莎朗·史東,		Frequency: 1
Label: 史蒂夫·科爾,		Frequency: 1
Label: 外交政策,		Frequency: 1
Label: 柳昇耀,		Frequency: 1
Label: 陳信安,		Frequency: 1
Label: 美聯社,		Frequency: 1
Label: Magic Johnson,		Frequency: 1
Label: 顏行書,		Frequency: 1
Label: 奥林匹亚球场,		Frequency: 1
Label: 美国西部竞技场,		Frequency: 1
Label: 肖恩·布拉德利,		Frequency: 1
Label: 喬治·格溫,		Frequency: 1
Label: 马文·威廉姆斯,		Frequency: 1
Label: 伊布拉希莫维奇,		Frequency: 1
Label: NBC,		Frequency: 1
Label: 阿格西,		Frequency: 1
Label: 葡萄牙语,		Frequency: 1
Label: 阿爾文·羅伯特森,		Frequency: 1
Label: 艾德·科塔,		Frequency: 1
Label: K·C·瓊斯,		Frequency: 1
Label:  史考帝·皮朋,		Frequency: 1
Label: 誇梅·布朗,		Frequency: 1
Label: 纽约,		Frequency: 1
Label: 2012年伦敦奥运会,		Frequency: 1
Label: 雷杰·米勒,		Frequency: 1
Label: NBA最佳教练,		Frequency: 1
Label: 大神雄子,		Frequency: 1
Label: 奥克兰运动家,		Frequency: 1
Label: 1971-72赛季,		Frequency: 1
Label: 布魯日,		Frequency: 1
Label: 米哈伊一世,		Frequency: 1
Label: 斯蒂夫·喬佈斯,		Frequency: 1
Label: 克罗地亚国家男子篮球队,		Frequency: 1
Label: 拳王阿里,		Frequency: 1
Label: 高志綱,		Frequency: 1
Label: 西班牙语,		Frequency: 1
Label: 墨尔本,		Frequency: 1
Label: 校监董事会,		Frequency: 1
Label: 美国2010年人口普查,		Frequency: 1
Label: 费城费城人,		Frequency: 1
Label: 纳芙拉蒂洛娃,		Frequency: 1
Label: 楊敬敏,		Frequency: 1
Label: 卡里姆·阿卜杜拉·渣巴,		Frequency: 1
Label: 火箭,		Frequency: 1
Label: 錢薇娟,		Frequency: 1
Label: 犹他爵士隊,		Frequency: 1
Label: 海倫·凱勒,		Frequency: 1
Label: 耐利,		Frequency: 1
Label: 職業摔角,		Frequency: 1
Label: 印第安那州立大学,		Frequency: 1
Label: 美国姓氏,		Frequency: 1
Label: 谭杰明,		Frequency: 1
Label: 德克萨斯,		Frequency: 1
Label: 漫畫,		Frequency: 1
Label: 布魯克林籃網隊,		Frequency: 1
Label: 羅伯特·L·約翰遜,		Frequency: 1
Label: 塞爾提克,		Frequency: 1
Label: 薩克拉門托國王隊,		Frequency: 1
Label: 聖誕節,		Frequency: 1
Label: 紐約島人隊,		Frequency: 1
Label: Air Jordan,		Frequency: 1
Label: 滚石乐团,		Frequency: 1
Label: 2009年NBA選秀,		Frequency: 1
Label: 1982,		Frequency: 1
Label: 銅牌,		Frequency: 1
Label: 萨姆·佩肯斯,		Frequency: 1
Label: 德克·諾威斯基,		Frequency: 1
Label: NBA全明星賽,		Frequency: 1
Label: 盐湖城,		Frequency: 1
Label: 芝加哥体育场,		Frequency: 1
Label: 華納兄弟,		Frequency: 1
Label: 维塔斯·古库拉提,		Frequency: 1
Label: 路易斯安那州立大學,		Frequency: 1
Label: 韓國,		Frequency: 1
Label: 三角研究园,		Frequency: 1
Label: 北卡羅來納州,		Frequency: 1
Label: SBL,		Frequency: 1
Label: 薩克拉門托國王队,		Frequency: 1
Label: 永倫,		Frequency: 1
Label: 德里克·麦奇,		Frequency: 1
Label: 吳鵬,		Frequency: 1
Label: 勒邦·占士,		Frequency: 1
Label: 华盛顿奇才隊,		Frequency: 1
Label: 弓箭,		Frequency: 1
Label: George Karl,		Frequency: 1
Label: 文·贝克,		Frequency: 1
Label: 卡蒂诺·莫布里,		Frequency: 1
Label: 吳岱豪,		Frequency: 1
Label: 鳳凰城太陽,		Frequency: 1
Label: 纽约尼克斯队,		Frequency: 1
Label: 1960年代,		Frequency: 1
Label: 2002-2003年球季,		Frequency: 1
Label: 夏洛特,		Frequency: 1
Label: 特雷西·麦格雷迪,		Frequency: 1
Label: 陳建州,		Frequency: 1
Label: NBA全明星赛,		Frequency: 1
Label: 丹尼士·洛文,		Frequency: 1
Label: 辛吉斯,		Frequency: 1
Label: 1930年代,		Frequency: 1
Label: 脂溢性脫髮,		Frequency: 1
Label: 厄爾·門羅,		Frequency: 1
Label: 快船,		Frequency: 1
Label: 楊哲宜,		Frequency: 1
Label: 8月2日,		Frequency: 1
Label: 经纪人,		Frequency: 1
Label: 動畫,		Frequency: 1
Label: 巴迪·贝尔,		Frequency: 1
Label: 許皓程,		Frequency: 1
Label: 公牛,		Frequency: 1
Label: 詹姆斯·诺克斯·波尔克,		Frequency: 1
Label: 马克·阿吉雷,		Frequency: 1
Label: 野茂英雄,		Frequency: 1
Label: 奇卢伯语,		Frequency: 1
Label: 呂政儒,		Frequency: 1
Label: 艾弗森,		Frequency: 1
Label: 北卡罗来纳大学,		Frequency: 1
Label: NBA技巧赛,		Frequency: 1
Label: 布法罗勇士队,		Frequency: 1
Label: 也门,		Frequency: 1
Label: 印第安那溜馬隊,		Frequency: 1
Label: 艾倫·艾佛森,		Frequency: 1
Label: 亞米斯德·莫平,		Frequency: 1
Label: 1984年NBA選秀,		Frequency: 1
Label: 鄭人維,		Frequency: 1
Label: 加州,		Frequency: 1
Label: 體育精神,		Frequency: 1
Label: 國家冰上曲棍球聯盟,		Frequency: 1
Label: 麦迪逊花园广场,		Frequency: 1
Label: 美籍华人,		Frequency: 1
Label: 德懷特·霍華,		Frequency: 1
Label: 斯科特·斯凯尔斯,		Frequency: 1
Label: 克里斯蒂亚诺·罗纳尔多,		Frequency: 1
Label: 灰熊队,		Frequency: 1
Label: 多倫多速龍隊,		Frequency: 1
Label: 比爾·拉塞爾,		Frequency: 1
Label: 拉里·弥勒,		Frequency: 1
Label: 蒙大拿州,		Frequency: 1
Label: 大鳥伯德,		Frequency: 1
Label: 特纳电视网,		Frequency: 1
Label: 1908年,		Frequency: 1
Label: 林書豪,		Frequency: 1
Label: 冷战,		Frequency: 1
Label: 立陶宛队,		Frequency: 1
Label: 櫻木花道,		Frequency: 1
Label: 新奧爾良黃蜂,		Frequency: 1
Label: 阿伦·亨德森,		Frequency: 1
Label: Lee Shaffer,		Frequency: 1
Label: 布莱克·格里芬,		Frequency: 1
Label: 蘇翔翊,		Frequency: 1
Label: 曾文鼎,		Frequency: 1
Label: 喬治亞理工大學,		Frequency: 1
Label: 迈克尔·欧文,		Frequency: 1
Label: 傑奎琳·肯尼迪·奧納西斯,		Frequency: 1
Label: 內特·羅賓遜,		Frequency: 1
Label: 肯尼·托马斯,		Frequency: 1
Label: 麦克·舒勒,		Frequency: 1
Label: 2012年世界一级方程式锦标赛,		Frequency: 1
Label: 足球,		Frequency: 1
Label: 美国民主党,		Frequency: 1
Label: 張羽霖,		Frequency: 1
Label: 赤木晴子,		Frequency: 1
Label: 哈洛德·邁納,		Frequency: 1
Label: 皮特·馬拉維奇,		Frequency: 1
Label: 1990年NBA選秀,		Frequency: 1
Label: 阿朗佐·莫寧,		Frequency: 1
Label: 雷諾方程式,		Frequency: 1
Label: 卡里姆·阿布都·賈霸,		Frequency: 1
Label: 黃仁勳,		Frequency: 1
Label: 陳世念,		Frequency: 1
Label: 紐約地鐵,		Frequency: 1
Label: 克里斯·威廉姆森,		Frequency: 1
Label: 乔治城大学,		Frequency: 1
Label: 乔治·格文,		Frequency: 1
Label: 德拉任·彼得羅維奇,		Frequency: 1
Label: 恰奇·艾特金斯,		Frequency: 1
Label: 凱文·加內特,		Frequency: 1
Label: 侯活·伊士利,		Frequency: 1
Label: 密歇根州立大学,		Frequency: 1
Label: 河莉秀,		Frequency: 1
Label: 民主党,		Frequency: 1
Label: Rashad McCants,		Frequency: 1
Label: 胡金龍,		Frequency: 1
Label: 德尔·哈里斯,		Frequency: 1
Label: Mr.,		Frequency: 1
Label: 美籍,		Frequency: 1
Label: 米奇·库普切克,		Frequency: 1
Label: 弗里斯特·艾伦,		Frequency: 1
